PuzzleId,Fen,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,MoveCount,Level,MateType,Instructions,Explanation
aMfIr,3r3k/P1p3p1/2p2p2/4p1q1/4P1p1/2N3Pb/1PPrQR1P/4R1K1 w - - 1 27,e2e3 g5e3 e1e3 d2d1 c3d1 d8d1 e3e1 d1e1 f2f1 e1f1,1448,83,95,30790,kingsideAttack mate mateIn5 middlegame operaMate sacrifice veryLong,5,5,operaMate,"The board is structured around Black's dangerously deep Rook invasion and Kingside attack, which White must counter-forcefully to exploit their own powerful, advanced passed pawn and survive the immediate tactical pressure.",A Rook attacks on the back wall while a Bishop guards it from a long distance away.
2opBR,1r6/1b3kp1/1R1p1p2/3P1q2/pn1Q4/8/B7/BK4R1 w - - 4 55,b1b2 f5c2 b2a3 c2a2 a3b4 a2b3 b4a5 b8a8 b6a6 a8a6,1433,78,96,28913,exposedKing mate mateIn5 middlegame operaMate veryLong,5,5,operaMate,"The structural tension, highlighted by Black's exposed king and your powerful passed pawn, demands an immediate, forcing tactical sequence to neutralize Black's dangerous deep-lying counterplay.",A Rook attacks on the back wall while a Bishop guards it from a long distance away.
ybJXQ,5k2/3R1N2/1r6/3p1n2/1P2b1p1/2B3P1/1P5K/4R3 w - - 0 38,f7g5 b6h6 g5h3 h6h3 h2g1 h3h1 g1f2 h1h2 f2f1 f5g3 f1g1 h2g2,2128,76,92,1030,deflection mate mateIn5 middlegame operaMate veryLong vukovicMate,6,5,operaMate,"White possesses a strongly advanced and supported Knight that, along with its Rooks and Bishop, has the Black King virtually trapped and defenseless on the kingside. This is the right moment for a learning user to attack because the pieces are optimally positioned for a forced checkmate, making it a critical, tactical opportunity to practice recognizing powerful piece coordination against a vulnerable King.",A Rook attacks on the back wall while a Bishop guards it from a long distance away.
Uk1oh,8/PPR5/6p1/7k/4b3/6P1/5PK1/1r2B3 w - - 3 50,g2h2 b1e1 f2f3 e4f3 g3g4 h5h4 c7h7 h4g4 h7h4 g4h4 a7a8q e1h1,2166,76,92,7310,endgame hangingPiece mate mateIn5 operaMate veryLong,6,5,operaMate,"The Black King is dangerously exposed on h5, which necessitates the immediate coordination of White's forces to launch a decisive, forced-mate king hunt.",A Rook attacks on the back wall while a Bishop guards it from a long distance away.
S5AQU,4rk2/r3pNb1/p2p1pP1/2pP1P1Q/3qPB2/1p1P2K1/PPn5/7R b - - 3 32,e7e6 h5h8 g7h8 h1h8 f8e7 f4d6 e7d7 f5e6 d7c8 h8e8 c8b7 e8b8,2729,102,93,5580,exposedKing mate mateIn5 middlegame operaMate sacrifice veryLong,6,5,operaMate,"White's pieces are poised for a decisive kingside attack with a strong Queen and Knight battery on h5 and f7, creating immediate threats against the Black King, which is currently exposed on e8. It is the right time to attack because White's overwhelming piece coordination has created an irreversible checkmating threat that must be followed through before Black can consolidate their defense or leverage their central threats.",A Rook attacks on the back wall while a Bishop guards it from a long distance away.
o3WqZ,8/2r1r3/p4R2/2n1p2B/P2b2P1/P1p3kP/2P3R1/5K2 b - - 4 40,g3h3 f6f3 h3h4 g2h2 h4g5 f3f5 g5h6 h5e8 h6g7 f5g5 g7f6 g5g6,2584,85,91,5488,discoveredAttack discoveredCheck mate mateIn5 middlegame operaMate veryLong,6,5,operaMate,"The Black King is highly exposed on g3 and surrounded by White's concentrated attacking force, while Black's defensive pieces are scattered.
The time to attack is right because the Black King's immediate vulnerability allows White to force a decisive outcome before Black's central pieces can organize a defense or counterattack.",A Rook attacks on the back wall while a Bishop guards it from a long distance away.
XLfu7,r5k1/2qn2p1/3pbr2/4p1Q1/pp2P2R/6P1/PPP1B3/1KN4R b - - 1 25,a8c8 h4h8 g8f7 g5g7 f7g7 h1h7 g7g6 e2h5 g6g5 h7g7 f6g6 g7g6,2439,81,93,4138,attraction kingsideAttack mate mateIn5 middlegame operaMate sacrifice veryLong,6,5,operaMate,"The current piece setup features White's coordinated rooks on the h-file and the queen on g5 applying overwhelming pressure and a concentrated attack against Black's poorly defended king on g8, making a direct tactical strike the only correct path to exploit the immediate structural weakness.",A Rook attacks on the back wall while a Bishop guards it from a long distance away.
eWX5l,6k1/K1pb1p2/1p4pQ/4p1N1/1nP1P3/1P3P2/r5PP/3r1B1R w - - 0 26,a7b7 d7c6 b7c8 a2a8 c8c7 d1d7 c7b6 d7b7 b6c5 a8a5 c5d6 b7d7,2131,83,90,2774,mate mateIn5 middlegame operaMate sacrifice veryLong,6,5,operaMate,"The White Queen and Knight are perfectly positioned on the kingside to launch a decisive, forced attack against the Black King who is gravely exposed and cannot be easily defended.",A Rook attacks on the back wall while a Bishop guards it from a long distance away.
Uhqwk,5rk1/3P3p/bq2p1p1/p3Q3/4B3/1P4P1/P2R1r1P/4R1K1 w - - 0 26,d7d8q f2e2 d8b6 e2e1 g1g2 a6f1 g2h1 f1h3 b6g1 e1g1 h1g1 f8f1,2714,103,94,1201,attraction discoveredAttack discoveredCheck mate mateIn5 middlegame operaMate sacrifice veryLong,6,5,operaMate,"The advanced passed pawn on d7 is a decisive threat that compels White to prioritize its immediate promotion, despite the strong attacking pressure from the Black Rook on f2.",A Rook attacks on the back wall while a Bishop guards it from a long distance away.
ybJXQ,5k2/3R1N2/1r6/3p1n2/1P2b1p1/2B3P1/1P5K/4R3 w - - 0 38,f7g5 b6h6 g5h3 h6h3 h2g1 h3h1 g1f2 h1h2 f2f1 f5g3 f1g1 h2g2,2128,76,92,1030,deflection mate mateIn5 middlegame operaMate veryLong vukovicMate,6,5,operaMate,"The White pieces are perfectly coordinated around the Black King, which is exposed in the center with its defensive resources unable to stop the immediate threats. This is the right time to attack because White has overwhelming piece activity, particularly the powerful Knight on f7 and Rook on d7, allowing for a decisive, forced sequence against the inadequately defended King.",A Rook attacks on the back wall while a Bishop guards it from a long distance away.
d4t4D,rn3b1r/ppNk1ppp/4bp2/8/3P4/1P6/1P2PPPP/R3KBNR w KQ - 3 11,c7a8 f8b4 e1d1 e6b3 d1c1 h8c8 a8c7 c8c7 c1b1 b4d2 e2e3 c7c1,1994,76,94,5768,mate mateIn5 middlegame operaMate pillsburysMate quietMove veryLong,6,5,operaMate,"The board features an exposed Black King on d7, trapped in the center by White's powerful advanced knight. This is the moment to attack because the immediate tactical pressure on the uncastled king creates a forced sequence of events.",A Rook attacks on the back wall while a Bishop guards it from a long distance away.
TX8sZ,2r2rk1/ppq2p1p/6pP/4pbP1/3p4/3B2Q1/PPP2P2/2KRR3 w - - 3 21,g3e5 c7c2 d3c2 c8c2 c1b1 c2c1 b1c1 f8c8 e5c7 c8c7 c1d2 c7c2,2422,78,93,10157,attraction discoveredCheck doubleCheck mate mateIn5 middlegame operaMate queensideAttack sacrifice veryLong,6,5,operaMate,"The kingside pawn hooks on h6 and g5 have fatally weakened the Black King's position, making the immediate sacrifice to eliminate the critical bishop defender on f5 the correct tactical choice to launch a decisive attack.",A Rook attacks on the back wall while a Bishop guards it from a long distance away.
OY27F,3q1r2/r4p1k/2p2pRp/p1b1pP1Q/2B4B/3Pp2P/1pP5/1K1R4 b - - 3 25,f7g6 h5g6 h7h8 d1g1 e3e2 g6h6 a7h7 h4f6 d8f6 h6f6 f8f6 g1g8,2633,87,93,9048,fork mate mateIn5 middlegame operaMate quietMove veryLong,6,5,operaMate,"The massive concentration of White's Queen, Rook, and Bishops against the restricted Black King on the Kingside creates a forced mating attack that must be prioritized over Black's dangerous passed pawns.",A Rook attacks on the back wall while a Bishop guards it from a long distance away.
d4t4D,rn3b1r/ppNk1ppp/4bp2/8/3P4/1P6/1P2PPPP/R3KBNR w KQ - 3 11,c7a8 f8b4 e1d1 e6b3 d1c1 h8c8 a8c7 c8c7 c1b1 b4d2 e2e3 c7c1,1994,76,94,5768,mate mateIn5 middlegame operaMate pillsburysMate quietMove veryLong,6,5,operaMate,"The position is sharp as the Black King on d7 is immediately checked by the White Knight on c7, forcing a decisive tactical sequence. This attack is right because it forces Black's response immediately, teaching the value of checks and forcing moves to simplify calculation and achieve a winning outcome.",A Rook attacks on the back wall while a Bishop guards it from a long distance away.
QlOvB,1R5Q/p4kp1/3p2r1/5rP1/7P/8/1P3K2/1b6 w - - 7 34,f2e3 g6e6 e3d2 f5d5 d2c3 e6e3 c3c4 d5c5 c4b4 e3e4 b4a3 c5a5 a3b3 b1a2 b3c3 a5c5 c3d3 a2b1 d3d2 c5d5 d2c1 e4e1,2556,98,43,46,endgame exposedKing mate mateIn5 pillsburysMate veryLong,11,5,pillsburysMate,"Black's king is dangerously exposed to White's major pieces, allowing a forced attack that leads to checkmate.",A Rook attacks on an open lane while a Bishop acts as a 'sniper' to stop the King from running.
eotAN,r7/1p5k/3p4/2pPp1N1/1pP5/1K1B2RP/5P2/q7 b - - 1 37,h7h6 g5f7 h6h5 d3e2 h5h4 g3g4 h4h3 f7g5 h3h2 g5f3 h2h1 g4h4 h1g2 h4h2,2246,77,93,5650,endgame exposedKing mate mateIn5 pillsburysMate veryLong,7,5,pillsburysMate,"The concentration of White's pieces on the kingside creates a direct and forcing checkmate threat against the exposed Black King, whose Queen and Rook are defensively out of position.",A Rook attacks on an open lane while a Bishop acts as a 'sniper' to stop the King from running.
38YBN,r1b4r/p3b1p1/5pBp/2p2P2/4k3/2pR2RP/PPP3P1/6K1 b - - 1 23,c3b2 g3e3 e4f4 g2g3 f4g5 h3h4 g5g4 e3e4 g4h3 g3g4 h3h4 g4g5 h4g5 d3g3,1824,77,95,2992,attraction discoveredAttack discoveredCheck fork mate mateIn5 middlegame pillsburysMate sacrifice veryLong,7,5,pillsburysMate,"The Black King is dangerously centralized on e4 and surrounded by White's attacking rooks and bishop, creating a highly tactical and forcing position.

This is the right moment to attack because the extreme vulnerability of the Black King demands an immediate, forcing counter-sequence to either escape the threat or exploit the overextended nature of White's pieces before White can deliver the final blow.",A Rook attacks on an open lane while a Bishop acts as a 'sniper' to stop the King from running.
Ss9Qy,3r1kn1/5pbQ/p3p1p1/4P1N1/1pP2PP1/5B2/P4q2/1K5R b - - 0 30,d8d2 h7g7 f8g7 h1h7 g7f8 h7f7 f8e8 f3c6 e8d8 g5e6 d8c8 f7f8 d2d8 f8d8,2090,77,90,246,attraction fork mate mateIn5 middlegame pillsburysMate sacrifice veryLong,7,5,pillsburysMate,"The pieces are structured in an extremely complex and tactical middlegame where White's attacking pieces are dangerously close to the Black King, despite Black having a Queen creating counter-threats deep in White's position. This is the right moment to attack because Black's King is exposed, and White's pieces (especially the Queen and Knight) are perfectly placed to launch a forced sequence of checks and sacrifices that capitalize on the weakness of the f8 square and the general safety of the Black King.",A Rook attacks on an open lane while a Bishop acts as a 'sniper' to stop the King from running.
uxBsV,2rq2r1/pp1bppbk/3p4/5PRp/3NP2P/2N1B3/PPPR4/2K5 b - - 2 19,g7d4 g5h5 h7g7 e3h6 g7f6 e4e5 f6e5 d2e2 d4e3 e2e3 e5d4 e3e4 d4c5 h6e3 c5c6 e4c4,2703,99,93,5139,attraction exposedKing mate mateIn5 middlegame pillsburysMate veryLong,8,5,pillsburysMate,"White's pieces are dangerously concentrated on the kingside against the exposed Black King, making this the critical moment to start a forced tactical sequence that exploits the King's lack of cover.",A Rook attacks on an open lane while a Bishop acts as a 'sniper' to stop the King from running.
jEvcC,r1bq1k1r/pppp4/2n1p1Rb/4Pp1Q/2BP4/2N5/PPP5/1K5R b - - 7 22,h6g7 h5f5 e6f5 h1h8 g7h8 g6g8 f8e7 c3d5 e7f7 d5f4 d7d5 e5d6 c8e6 c4e6 f7f6 g8g6,2325,116,43,48,discoveredAttack discoveredCheck enPassant exposedKing fork mate mateIn5 middlegame pillsburysMate sacrifice veryLong,8,5,pillsburysMate,"The pieces are structured for a powerful kingside sacrifice, with the White Queen, Rook on g6, and Bishop on c4 all pointed at the exposed Black King on f8, which makes this the right time to attack and force a tactical win by exploiting the severely compromised king safety.",A Rook attacks on an open lane while a Bishop acts as a 'sniper' to stop the King from running.
U67bD,r4rk1/pQp2ppp/3bb3/4B3/5P2/2P5/PP4qP/2KR2R1 b - - 1 19,g2b7 g1g7 g8h8 g7g8 h8g8 d1g1 b7g2 g1g2 e6g4 g2g4,2038,84,92,130295,attraction discoveredCheck doubleCheck kingsideAttack mate mateIn5 middlegame pillsburysMate sacrifice veryLong,5,5,pillsburysMate,The board is set for a decisive tactical sequence as White's coordinated pieces exert heavy pressure on the Black king while the Black queen is aggressively positioned but out of immediate defensive range.,A Rook attacks on an open lane while a Bishop acts as a 'sniper' to stop the King from running.
fjma2,2r5/p5Rp/k7/r7/2K5/1PP1BNP1/P1b2PBP/R7 w - - 1 27,c4d4 c8d8 d4c4 c2d3 c4b4 d8b8 g7b7 b8b7 e3b6 b7b6,1748,75,96,17587,mate mateIn5 middlegame pillsburysMate veryLong,5,5,pillsburysMate,"The Black King's critically exposed position on a6, combined with the superior coordination of the White pieces, justifies a forced tactical attack by sacrificing the Rook to open the board for the final Bishop checkmate.",A Rook attacks on an open lane while a Bishop acts as a 'sniper' to stop the King from running.
23khH,2k3rr/pbp2p2/1p1p1b2/3P4/P3PBp1/3B1n2/1PP2PP1/R2QR1K1 w - - 1 21,g2f3 g4f3 f4g3 g8g3 f2g3 f6d4 e1e3 d4e3 g1f1 h8h1,1826,75,95,16122,discoveredAttack discoveredCheck kingsideAttack mate mateIn5 middlegame pillsburysMate veryLong,5,5,pillsburysMate,"The position is highly volatile due to Black's aggressive, central Knight on f3 and the open Kingside files, requiring a forced counterattack to defend your King and capitalize on Black's exposed structure.",A Rook attacks on an open lane while a Bishop acts as a 'sniper' to stop the King from running.
9T2u9,1r3bk1/pr3p1p/2p1bQpP/6P1/1B1pPP2/P7/1Pq5/KR4NR w - - 0 28,b4f8 c2b1 a1b1 b7b2 b1c1 b2b1 c1d2 b8b2 d2d3 b1d1,1910,74,94,15578,attraction mate mateIn5 middlegame pillsburysMate sacrifice veryLong,5,5,pillsburysMate,"The piece structure is defined by the extremely exposed Black King due to the shattered pawn shield and White's aggressively placed Queen on f6, which demands a decisive tactical attack to win the initiative.",A Rook attacks on an open lane while a Bishop acts as a 'sniper' to stop the King from running.
kK81X,r5k1/b4ppp/3r1q2/Pp1p1b2/3NnP2/8/2N3PP/R2Q1RBK w - - 0 22,d4b5 e4g3 h2g3 f6h6 g1h2 h6h2 h1h2 d6h6 d1h5 h6h5,1616,80,94,14731,attraction kingsideAttack mate mateIn5 middlegame pillsburysMate sacrifice veryLong,5,5,pillsburysMate,White begins with a tempo-gaining queenside attack to distract Black and set up the decisive kingside combination.,A Rook attacks on an open lane while a Bishop acts as a 'sniper' to stop the King from running.
hW4Jw,k4r1r/1pB3pp/p3Bn2/8/1b1N4/4P3/3n1PKP/R2R4 b - - 5 26,f6e4 a1a6 b7a6 e6d5 a8a7 d4b5 a6b5 d1a1 b4a5 a1a5,2032,75,95,14579,mate mateIn5 middlegame pillsburysMate queensideAttack sacrifice veryLong,5,5,pillsburysMate,The position grants White a decisive tactical advantage by utilizing the deeply embedded Bishops on c7 and e6 to exploit the exposed Black King on a8 and target the weak pawns on the queenside.,A Rook attacks on an open lane while a Bishop acts as a 'sniper' to stop the King from running.
my8m4,4Q3/6bk/3B4/p2bP3/8/7P/r7/6K1 w - - 4 44,e5e6 g7d4 g1f1 d5c4 f1e1 d4c3 e1d1 c4b3 d1c1 a2a1,1899,78,95,14127,endgame exposedKing mate mateIn5 pillsburysMate veryLong,5,5,pillsburysMate,"White's Queen and Bishop pair are actively positioned to exploit the exposed Black King, anchored by a strong, advanced passed pawn. The right to attack is justified because the immediate threat of the passed pawn's promotion forces Black into passive defensive maneuvers, allowing the White pieces to coordinate for a final decisive combination.",A Rook attacks on an open lane while a Bishop acts as a 'sniper' to stop the King from running.
3EYtF,8/1kr5/3R1R2/p1p2p2/P1B5/1P1Kp3/2P2q2/8 b - - 5 44,e3e2 c4d5 b7b8 d6b6 b8c8 f6f8 c8d7 d5e6 d7e7 f8f7 e7e8 b6b8 c7c8 b8c8,2729,100,93,1325,endgame exposedKing mate mateIn5 pillsburysMate veryLong,7,5,pillsburysMate,"The board features White's two Rooks and a Bishop focused aggressively toward the Black King on the queenside, while Black has a dangerous passed pawn and Queen threatening the center. This position is the ideal time to attack because White's concentrated, coordinated pressure allows for a forced tactical solution that overcomes Black's immediate counter-threats and leads to a decisive finish.",A Rook attacks on an open lane while a Bishop acts as a 'sniper' to stop the King from running.
MK5ub,3kr3/Q3b2R/p7/1q1p4/3P2P1/2p5/PP1R1P2/1K6 w - - 0 35,d2c2 b5f1 c2c1 f1d3 b1a1 c3b2 a1b2 e7a3 b2a1 d3c3 c1c3 e8e1 c3c1 e1c1,2469,77,91,1229,advancedPawn attraction endgame fork mate mateIn5 pillsburysMate sacrifice veryLong,7,5,pillsburysMate,"White's Queen and Rook on the seventh rank are actively attacking the exposed Black King while Black threatens the queenside with a passed pawn.
This is the right time to attack because the immediate mating threats created by White's powerful piece configuration demand a forced tactical sequence to secure the material and positional advantage before Black's counter-threat can materialize.",A Rook attacks on an open lane while a Bishop acts as a 'sniper' to stop the King from running.
